pose_id,bassil,NOSE_x,NOSE_y,NOSE_z,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z
0,pose,0.8108323216438293,0.8457193374633789,-0.24884407222270966,0.8203809261322021,0.8163162469863892,-0.23578757047653198,0.8200792074203491,0.8130232691764832,-0.2358347326517105,0.819726288318634,0.809762179851532,-0.23593197762966156,0.819054365158081,0.8157662749290466,-0.2878144383430481,0.8178564310073853,0.8126083612442017,-0.28789857029914856,0.8166263103485107,0.8094741106033325,-0.2879911959171295,0.8012264370918274,0.7756858468055725,-0.1321433186531067,0.7974950075149536,0.7782686352729797,-0.36504295468330383,0.795524001121521,0.847488522529602,-0.2004033476114273,0.7947399020195007,0.8448007702827454,-0.26836082339286804,0.7093138098716736,0.6967208981513977,0.06897596269845963,0.6756681799888611,0.7571942806243896,-0.4321167767047882,0.6625398397445679,0.6317588090896606,0.39415115118026733,0.5604931712150574,0.8187665343284607,-0.536099374294281,0.693368673324585,0.6699926853179932,0.672938883304596,0.594307541847229,0.911758303642273,-0.6045922636985779,0.7170816659927368,0.6485204696655273,0.7188177108764648,0.6155593395233154,0.947052001953125,-0.6637387871742249,0.722861647605896,0.6556026935577393,0.6868488192558289,0.6294841170310974,0.9296747446060181,-0.656463623046875,0.7074167728424072,0.6829563975334167,0.66706782579422,0.622234582901001,0.9164299964904785,-0.6028428673744202,0.46967145800590515,0.6646627187728882,0.17416459321975708,0.45136743783950806,0.6780285239219666,-0.17447017133235931,0.34364327788352966,0.6950011253356934,0.4602717161178589,0.2786369323730469,0.749374508857727,-0.057899076491594315,0.24991461634635925,0.6087315678596497,0.8101983666419983,0.13385826349258423,0.6472575068473816,0.13002918660640717,0.22190696001052856,0.5486737489700317,0.8420636057853699,0.10699382424354553,0.6011852025985718,0.14680853486061096,0.20405498147010803,0.6424350142478943,0.8061724901199341,0.09622159600257874,0.7435599565505981,0.04891812056303024
1,pose,0.8055675625801086,0.8381053805351257,-0.21652187407016754,0.8173283934593201,0.8111168146133423,-0.20200064778327942,0.8172675371170044,0.8080090880393982,-0.20204567909240723,0.8171566724777222,0.8048977255821228,-0.20213638246059418,0.8161849975585938,0.8099470138549805,-0.25152960419654846,0.8152652382850647,0.8063146471977234,-0.25161486864089966,0.814257800579071,0.8028331995010376,-0.2516997456550598,0.8001179099082947,0.7727225422859192,-0.10386867076158524,0.7967594265937805,0.77535080909729,-0.3248272240161896,0.7891616225242615,0.8375792503356934,-0.17159327864646912,0.7889842987060547,0.8333689570426941,-0.23614729940891266,0.7084895968437195,0.6979205012321472,0.08202658593654633,0.6822492480278015,0.7559466361999512,-0.39683404564857483,0.6495515704154968,0.6251168847084045,0.3955784738063812,0.5558460354804993,0.7697114944458008,-0.44782450795173645,0.6851518750190735,0.6686508655548096,0.6755189299583435,0.5966809988021851,0.911331057548523,-0.42894503474235535,0.7118750214576721,0.6475739479064941,0.7227108478546143,0.6208285093307495,0.9480570554733276,-0.4747953414916992,0.7180312871932983,0.6594780683517456,0.6916230916976929,0.6320537328720093,0.9302762150764465,-0.4661838412284851,0.7016721367835999,0.6829356551170349,0.6697436571121216,0.6253361105918884,0.916465699672699,-0.42475685477256775,0.4685973823070526,0.6630455851554871,0.17281807959079742,0.45078137516975403,0.6800193786621094,-0.1729888916015625,0.34409841895103455,0.6977318525314331,0.46951761841773987,0.2797445058822632,0.7513535618782043,-0.041896916925907135,0.24990980327129364,0.6059070825576782,0.808544397354126,0.13216157257556915,0.6468304991722107,0.13073129951953888,0.22755415737628937,0.5422337651252747,0.8401776552200317,0.10553273558616638,0.5994977355003357,0.14690926671028137,0.20610561966896057,0.6421260237693787,0.8200194239616394,0.09621284157037735,0.7472009658813477,0.06154469773173332
2,pose,0.8032307028770447,0.8336372971534729,-0.21176211535930634,0.8157224059104919,0.8076099753379822,-0.1974552571773529,0.8157764673233032,0.8045085668563843,-0.1974986493587494,0.8157522082328796,0.801579475402832,-0.19758889079093933,0.814625084400177,0.8061553835868835,-0.24651218950748444,0.8138028383255005,0.8023481965065002,-0.24659810960292816,0.8128873705863953,0.7986190319061279,-0.2466856837272644,0.7993701696395874,0.7704636454582214,-0.09984709322452545,0.7961562275886536,0.7731093168258667,-0.3185345232486725,0.7863655686378479,0.8323264718055725,-0.16700467467308044,0.7863335013389587,0.8275496959686279,-0.2309052050113678,0.7080779671669006,0.6983654499053955,0.0840810015797615,0.6847198605537415,0.7551358938217163,-0.39037463068962097,0.6453443169593811,0.6163486838340759,0.3976406157016754,0.5536279082298279,0.7598786354064941,-0.4495866596698761,0.6811230778694153,0.6647580862045288,0.687160313129425,0.5974987149238586,0.9107748866081238,-0.4484582245349884,0.709196150302887,0.6469323635101318,0.7365190982818604,0.622697114944458,0.9483754634857178,-0.4962206184864044,0.7162371873855591,0.6568747162818909,0.704933762550354,0.6330918669700623,0.9304132461547852,-0.48694536089897156,0.6982332468032837,0.6814033389091492,0.6814749240875244,0.626602292060852,0.9164336323738098,-0.4444464445114136,0.46787023544311523,0.6619083881378174,0.17157524824142456,0.4503920376300812,0.6814707517623901,-0.17167969048023224,0.34449806809425354,0.6990834474563599,0.4725293815135956,0.2802135646343231,0.7527733445167542,-0.03003273718059063,0.24990828335285187,0.6039561033248901,0.8081261515617371,0.13107697665691376,0.6467662453651428,0.1396486908197403,0.23104368150234222,0.5388025641441345,0.8397961854934692,0.1046823263168335,0.5989884734153748,0.1549394577741623,0.20755791664123535,0.6417563557624817,0.8258578181266785,0.09612967073917389,0.7509313225746155,0.0765056163072586
3,pose,0.8010469675064087,0.8332420587539673,-0.1929583102464676,0.8142623901367188,0.8071590065956116,-0.17876870930194855,0.8144408464431763,0.803993284702301,-0.17882384359836578,0.8145490884780884,0.8009351491928101,-0.1789085865020752,0.8132199048995972,0.8056505918502808,-0.2292257696390152,0.8125446438789368,0.8017082214355469,-0.22930830717086792,0.8117555379867554,0.7978878021240234,-0.22941277921199799,0.7989426255226135,0.7692372798919678,-0.08222879469394684,0.7957863211631775,0.7720057964324951,-0.3070705235004425,0.7844356298446655,0.8315814137458801,-0.14876003563404083,0.7845050096511841,0.8267438411712646,-0.21444664895534515,0.7078819274902344,0.698495090007782,0.10554664582014084,0.6871300339698792,0.7544328570365906,-0.38671693205833435,0.6416782736778259,0.6184036731719971,0.4049128293991089,0.5537856221199036,0.7739770412445068,-0.45598331093788147,0.6771849989891052,0.6792839765548706,0.6853988170623779,0.606399655342102,0.9118884205818176,-0.45365774631500244,0.7061742544174194,0.6543840765953064,0.7338957190513611,0.6308408975601196,0.9499114751815796,-0.5007676482200623,0.7131434679031372,0.6771685481071472,0.7022172808647156,0.6385509371757507,0.9304069876670837,-0.4903500974178314,0.6943217515945435,0.7000541687011719,0.6798092126846313,0.6338918805122375,0.916425883769989,-0.44921013712882996,0.467605322599411,0.6617074608802795,0.17158783972263336,0.45039016008377075,0.6814442873001099,-0.17171093821525574,0.3418358266353607,0.7039477825164795,0.47168776392936707,0.2806600034236908,0.7527527213096619,-0.03353973105549812,0.24455063045024872,0.584644079208374,0.8016855716705322,0.13015799224376678,0.6465265154838562,0.1382153034210205,0.23072965443134308,0.5359807014465332,0.8329198360443115,0.10329011082649231,0.5984852313995361,0.151835635304451,0.20681089162826538,0.6408619284629822,0.8228110074996948,0.09541469067335129,0.752734899520874,0.07382753491401672
4,pose,0.8015835285186768,0.832261860370636,-0.198917418718338,0.8143726587295532,0.8060659766197205,-0.1841571033000946,0.8145002722740173,0.8028900623321533,-0.1842024028301239,0.8145924210548401,0.7997767925262451,-0.18428803980350494,0.813290536403656,0.8045210838317871,-0.23555707931518555,0.812588095664978,0.8005457520484924,-0.23564237356185913,0.8118471503257751,0.7967148423194885,-0.23573940992355347,0.7993534803390503,0.7679925560951233,-0.08372080326080322,0.7962280511856079,0.7707110643386841,-0.31295764446258545,0.7851479649543762,0.8306376934051514,-0.15304748713970184,0.7850750684738159,0.8258259892463684,-0.2199678122997284,0.7082656025886536,0.69693523645401,0.10786274820566177,0.6881340146064758,0.7533272504806519,-0.39272838830947876,0.6438679099082947,0.6101832389831543,0.4276142120361328,0.5539552569389343,0.7721037268638611,-0.4706485867500305,0.6785286664962769,0.6677300333976746,0.7284437417984009,0.6065686345100403,0.9140002727508545,-0.47942131757736206,0.7093033194541931,0.6510045528411865,0.7812588810920715,0.6301414966583252,0.9528176784515381,-0.5278112292289734,0.7136862277984619,0.6651275753974915,0.7495827078819275,0.6383631229400635,0.9350958466529846,-0.5162988305091858,0.6944251656532288,0.6891751885414124,0.722854495048523,0.6338433623313904,0.9181532263755798,-0.474453866481781,0.4673713147640228,0.6607940793037415,0.17280684411525726,0.4503888785839081,0.681885838508606,-0.17290376126766205,0.34075289964675903,0.7036790251731873,0.4708244204521179,0.2809995412826538,0.7525623440742493,-0.03169197589159012,0.23848342895507812,0.5759594440460205,0.7937192320823669,0.13018813729286194,0.6465682983398438,0.14463186264038086,0.22534234821796417,0.5324363708496094,0.8244420289993286,0.10315285623073578,0.5981894135475159,0.15944647789001465,0.204226553440094,0.6407202482223511,0.8136872053146362,0.0950329452753067,0.7554152607917786,0.07809152454137802
5,pose,0.8019539713859558,0.8315635323524475,-0.20053860545158386,0.814471960067749,0.8052990436553955,-0.18562644720077515,0.8145589232444763,0.802069902420044,-0.18566776812076569,0.8146175146102905,0.7989770770072937,-0.18575052917003632,0.8133602738380432,0.803745687007904,-0.23743732273578644,0.8126141428947449,0.7997612953186035,-0.23752546310424805,0.8119121789932251,0.7958747148513794,-0.2376222014427185,0.7995975613594055,0.7671859264373779,-0.0843496024608612,0.7964951992034912,0.7699148654937744,-0.3153753876686096,0.785624623298645,0.8299351334571838,-0.15428869426250458,0.785454511642456,0.8251692652702332,-0.22173571586608887,0.708562970161438,0.6957637071609497,0.10904590785503387,0.6885380148887634,0.7526966333389282,-0.39583733677864075,0.6449517011642456,0.607690691947937,0.43175384402275085,0.5542073845863342,0.7869482636451721,-0.47340595722198486,0.679526150226593,0.6636586785316467,0.7334047555923462,0.6065148115158081,0.9150247573852539,-0.47419434785842896,0.7109923958778381,0.6492589116096497,0.7862157225608826,0.6297308802604675,0.9542609453201294,-0.521048367023468,0.7139994502067566,0.6595006585121155,0.7546249032020569,0.6382157206535339,0.9372533559799194,-0.5094492435455322,0.6948226690292358,0.6851711869239807,0.7277028560638428,0.6337770819664001,0.9189663529396057,-0.4688268005847931,0.46726080775260925,0.660434365272522,0.17390838265419006,0.4503895342350006,0.682116687297821,-0.17398975789546967,0.34006184339523315,0.7036615014076233,0.470156729221344,0.2813296616077423,0.7524541616439819,-0.03263422101736069,0.23629088699817657,0.5737718939781189,0.7927138805389404,0.13020502030849457,0.6465764045715332,0.1432768702507019,0.22267550230026245,0.5313574075698853,0.823371171951294,0.10302746295928955,0.597944974899292,0.15826275944709778,0.20280273258686066,0.6405194997787476,0.8114013075828552,0.09468534588813782,0.7568485140800476,0.07423147559165955
6,pose,0.8027717471122742,0.8274526596069336,-0.1684180051088333,0.8157693147659302,0.8009551167488098,-0.15266193449497223,0.8159433603286743,0.797774612903595,-0.15273942053318024,0.8161133527755737,0.794697105884552,-0.1528044193983078,0.8146060109138489,0.7997317910194397,-0.20776699483394623,0.8139082789421082,0.7959306240081787,-0.2078598588705063,0.8132532835006714,0.7922126650810242,-0.2079903930425644,0.8012397289276123,0.7639120221138,-0.05611320957541466,0.7980524897575378,0.7670691013336182,-0.30115288496017456,0.7859068512916565,0.8274494409561157,-0.12493842095136642,0.7857969403266907,0.8227259516716003,-0.19614630937576294,0.7101160287857056,0.695662260055542,0.13409365713596344,0.6921586990356445,0.750114917755127,-0.39148417115211487,0.6306434869766235,0.6526696085929871,0.3522057831287384,0.5592835545539856,0.7716074585914612,-0.35413214564323425,0.6635997295379639,0.7210385203361511,0.4797095060348511,0.6052810549736023,0.9069933295249939,-0.16930434107780457,0.6737045049667358,0.7248616814613342,0.5016806721687317,0.6293447613716125,0.9534190893173218,-0.19271115958690643,0.6846460700035095,0.7409605979919434,0.47526299953460693,0.6382583975791931,0.9351945519447327,-0.1935577392578125,0.6792662143707275,0.7454046607017517,0.4687212407588959,0.6336097121238708,0.9168698787689209,-0.1645345836877823,0.468608021736145,0.6608659029006958,0.17450004816055298,0.4546116292476654,0.6811379790306091,-0.17451009154319763,0.3354317545890808,0.7085097432136536,0.45699432492256165,0.2835429012775421,0.7464447021484375,-0.08264695852994919,0.23075494170188904,0.5769845843315125,0.7500810027122498,0.13023094832897186,0.6429446339607239,0.04552774131298065,0.21698354184627533,0.5352242588996887,0.775958776473999,0.1028941199183464,0.5930461287498474,0.05370462313294411,0.200445756316185,0.6407284736633301,0.7508841753005981,0.09453030675649643,0.7539454698562622,-0.05193359777331352
7,pose,0.8060864210128784,0.8112620115280151,-0.18485118448734283,0.8183679580688477,0.7850992679595947,-0.17048408091068268,0.81842041015625,0.7823607921600342,-0.17054425179958344,0.8184198141098022,0.7798645496368408,-0.17062382400035858,0.8169733881950378,0.7840667366981506,-0.2222762405872345,0.8159948587417603,0.7809375524520874,-0.22237291932106018,0.8150513172149658,0.7775645852088928,-0.22247512638568878,0.802367627620697,0.7517052888870239,-0.07192449271678925,0.798967719078064,0.7534447312355042,-0.31225907802581787,0.7887409329414368,0.8137378096580505,-0.14014825224876404,0.787964940071106,0.8096176385879517,-0.20638687908649445,0.7106400728225708,0.6847415566444397,0.12219429761171341,0.6920937895774841,0.7423431277275085,-0.40418940782546997,0.6233581900596619,0.6546027064323425,0.34362679719924927,0.557402491569519,0.7575696706771851,-0.37149855494499207,0.6574248671531677,0.7506820559501648,0.47274863719940186,0.6033319234848022,0.9048826098442078,-0.21459127962589264,0.6685371398925781,0.7610843777656555,0.49671560525894165,0.6289645433425903,0.9505195617675781,-0.24609653651714325,0.6803640723228455,0.7794091701507568,0.46266451478004456,0.6380542516708374,0.9348301291465759,-0.24409055709838867,0.6753365397453308,0.7809675335884094,0.4593430459499359,0.6332364678382874,0.9147727489471436,-0.21007511019706726,0.4683161675930023,0.6565748453140259,0.17567697167396545,0.4544154107570648,0.6799349188804626,-0.1756192296743393,0.3341597318649292,0.7008101344108582,0.4577173590660095,0.28425300121307373,0.7404322624206543,-0.07375330477952957,0.2135886400938034,0.578614354133606,0.7594457268714905,0.13025085628032684,0.6424528956413269,0.07154528796672821,0.1938723474740982,0.5388058423995972,0.7862619161605835,0.10279882699251175,0.5923576354980469,0.0819782242178917,0.19417190551757812,0.65522700548172,0.7614666819572449,0.09456994384527206,0.7556621432304382,-0.016487475484609604
8,pose,0.8114759922027588,0.8026799559593201,-0.23599742352962494,0.8231689929962158,0.773515522480011,-0.2188766896724701,0.8232367038726807,0.7711948752403259,-0.21894009411334991,0.8232271075248718,0.7690391540527344,-0.21901175379753113,0.8212345242500305,0.7720775604248047,-0.27694547176361084,0.8199157118797302,0.7685410380363464,-0.2770557999610901,0.8185437917709351,0.7650899887084961,-0.2771664261817932,0.8065898418426514,0.7419420480728149,-0.10900438576936722,0.8010074496269226,0.7397576570510864,-0.36945194005966187,0.7936601638793945,0.8077362179756165,-0.18679584562778473,0.7919288873672485,0.8030702471733093,-0.2614902853965759,0.7129595875740051,0.6825876832008362,0.0990397185087204,0.6914097666740417,0.739896297454834,-0.44694784283638,0.6255894899368286,0.6841750144958496,0.3087122142314911,0.550059974193573,0.7866500020027161,-0.3794793486595154,0.6513634324073792,0.783475935459137,0.3799346685409546,0.603324294090271,0.9033899307250977,-0.17490671575069427,0.6584271788597107,0.7982217669487,0.3932208716869354,0.6296533942222595,0.9478986859321594,-0.20049136877059937,0.6708394289016724,0.8102482557296753,0.3590411841869354,0.6395003795623779,0.934015691280365,-0.20414148271083832,0.6672198176383972,0.8088209629058838,0.36473363637924194,0.6345465183258057,0.9123361110687256,-0.17076188325881958,0.46920961141586304,0.653520941734314,0.17754580080509186,0.4546036720275879,0.6749407649040222,-0.17743071913719177,0.33457762002944946,0.695399820804596,0.4825579822063446,0.2845197916030884,0.7348037958145142,-0.07073425501585007,0.21853171288967133,0.5798794627189636,0.803131103515625,0.13149741291999817,0.6404638290405273,0.08146170526742935,0.19901177287101746,0.5419684648513794,0.831638753414154,0.10318629443645477,0.590214192867279,0.08907444030046463,0.19441184401512146,0.6539072394371033,0.8049426674842834,0.0951445996761322,0.7567159533500671,0.0035100814420729876
9,pose,0.8110385537147522,0.7992481589317322,-0.23206891119480133,0.8231199979782104,0.7725174427032471,-0.21742306649684906,0.8231391906738281,0.7699499130249023,-0.21746240556240082,0.823095977306366,0.7677345275878906,-0.21753378212451935,0.8211808800697327,0.7711102962493896,-0.2713141441345215,0.8198294043540955,0.7677277326583862,-0.2714199423789978,0.8184645175933838,0.7642692923545837,-0.2715294659137726,0.8064658045768738,0.7385480403900146,-0.10472288727760315,0.800950825214386,0.7380843758583069,-0.35821717977523804,0.7934272289276123,0.8021224141120911,-0.1848808377981186,0.7918011546134949,0.7981327772140503,-0.2552650570869446,0.7143692374229431,0.6768597364425659,0.10144873708486557,0.6920185685157776,0.7277958989143372,-0.4367016553878784,0.6288133263587952,0.6797116994857788,0.3282395899295807,0.5506260991096497,0.7733598947525024,-0.37956294417381287,0.6570806503295898,0.7750678062438965,0.4354051351547241,0.6031831502914429,0.9031006693840027,-0.1986386775970459,0.667573094367981,0.7870334982872009,0.45430609583854675,0.6299676895141602,0.9470641016960144,-0.22829727828502655,0.6787101030349731,0.7991427183151245,0.4201680123806,0.6407496929168701,0.933971107006073,-0.228887140750885,0.6730586886405945,0.7999582290649414,0.4212697744369507,0.6347863674163818,0.9117329716682434,-0.19432727992534637,0.4692741632461548,0.6515181660652161,0.17783673107624054,0.4545666575431824,0.6721860766410828,-0.17771323025226593,0.33471253514289856,0.693295419216156,0.4792957901954651,0.28451627492904663,0.7324827313423157,-0.06743413954973221,0.21949239075183868,0.5807566046714783,0.8001237511634827,0.13345910608768463,0.6387155652046204,0.09014525264501572,0.20036162436008453,0.542155921459198,0.827619731426239,0.10525170713663101,0.5893572568893433,0.09781011939048767,0.19467593729496002,0.6530246734619141,0.8029394745826721,0.09514462947845459,0.7527183294296265,0.008495562709867954
